Measure Names,Port Name,State,Year,Port Code,Measure Values
Total (tons),All,New York,2017,*,"144,616,050"
Domestic,All,New York,2017,*,"55,027,517"
Foreign Total,All,New York,2017,*,"89,588,533"
Exports,All,New York,2017,*,"19,996,389"
Imports,All,New York,2017,*,"69,592,144"
Total (tons),All,New York,2018,*,"148,902,748"
Domestic,All,New York,2018,*,"54,084,518"
Foreign Total,All,New York,2018,*,"94,818,230"
Exports,All,New York,2018,*,"19,001,946"
Imports,All,New York,2018,*,"75,816,284"
Total (tons),All,New York,2019,*,"144,304,028"
Domestic,All,New York,2019,*,"52,308,025"
Foreign Total,All,New York,2019,*,"91,996,003"
Exports,All,New York,2019,*,"17,876,634"
Imports,All,New York,2019,*,"74,119,369"
Total (tons),All,New York,2020,*,"261,153,584"
Domestic,All,New York,2020,*,"91,767,294"
Foreign Total,All,New York,2020,*,"169,386,290"
Exports,All,New York,2020,*,"30,828,630"
Imports,All,New York,2020,*,"138,557,660"
Total (tons),All,New York,2021,*,"7,222,579"
Domestic,All,New York,2021,*,"6,694,649"
Foreign Total,All,New York,2021,*,"527,930"
Exports,All,New York,2021,*,"106,511"
Imports,All,New York,2021,*,"421,419"
Total (tons),All,New York,2022,*,"148,255,556"
Domestic,All,New York,2022,*,"46,770,447"
Foreign Total,All,New York,2022,*,"101,485,109"
Exports,All,New York,2022,*,"15,596,116"
Imports,All,New York,2022,*,"85,888,993"
Total (tons),All,North Carolina,2010,*,"10,925,826"
Domestic,All,North Carolina,2010,*,"4,307,688"
Foreign Total,All,North Carolina,2010,*,"6,618,138"
Exports,All,North Carolina,2010,*,"2,426,231"
Imports,All,North Carolina,2010,*,"4,191,907"
Total (tons),All,North Carolina,2017,*,"8,036,098"
Domestic,All,North Carolina,2017,*,"1,453,790"
Foreign Total,All,North Carolina,2017,*,"6,582,308"
Exports,All,North Carolina,2017,*,"2,842,571"
Imports,All,North Carolina,2017,*,"3,739,737"
Total (tons),All,North Carolina,2018,*,"8,780,575"
Domestic,All,North Carolina,2018,*,"1,517,488"
Foreign Total,All,North Carolina,2018,*,"7,263,087"
Exports,All,North Carolina,2018,*,"2,985,424"
Imports,All,North Carolina,2018,*,"4,277,663"
Total (tons),All,North Carolina,2019,*,"8,779,931"
Domestic,All,North Carolina,2019,*,"1,390,163"
Foreign Total,All,North Carolina,2019,*,"7,389,768"
Exports,All,North Carolina,2019,*,"2,683,468"
Imports,All,North Carolina,2019,*,"4,706,300"
Total (tons),All,North Carolina,2020,*,"16,228,270"
Domestic,All,North Carolina,2020,*,"2,215,052"
Foreign Total,All,North Carolina,2020,*,"14,013,218"
Exports,All,North Carolina,2020,*,"5,510,438"
Imports,All,North Carolina,2020,*,"8,502,780"
Total (tons),All,North Carolina,2021,*,"8,728,745"
Domestic,All,North Carolina,2021,*,"1,319,744"
Foreign Total,All,North Carolina,2021,*,"7,409,001"
Exports,All,North Carolina,2021,*,"2,720,087"
Imports,All,North Carolina,2021,*,"4,688,914"
Total (tons),All,North Carolina,2022,*,"9,345,060"
Domestic,All,North Carolina,2022,*,"1,223,959"
Foreign Total,All,North Carolina,2022,*,"8,121,101"
Exports,All,North Carolina,2022,*,"3,481,813"
Imports,All,North Carolina,2022,*,"4,639,288"
Total (tons),All,Ohio,2010,*,"52,084,957"
Domestic,All,Ohio,2010,*,"38,834,552"
Foreign Total,All,Ohio,2010,*,"13,250,405"
Exports,All,Ohio,2010,*,"6,076,223"
Imports,All,Ohio,2010,*,"7,174,182"
Total (tons),All,Ohio,2017,*,"82,242,163"
Domestic,All,Ohio,2017,*,"71,695,195"
Foreign Total,All,Ohio,2017,*,"10,546,968"
Exports,All,Ohio,2017,*,"6,697,287"
Imports,All,Ohio,2017,*,"3,849,681"
Total (tons),All,Ohio,2018,*,"73,049,209"
Domestic,All,Ohio,2018,*,"65,376,735"
Foreign Total,All,Ohio,2018,*,"7,672,474"
Exports,All,Ohio,2018,*,"3,250,939"
Imports,All,Ohio,2018,*,"4,421,535"
Total (tons),All,Ohio,2019,*,"110,636,126"
Domestic,All,Ohio,2019,*,"102,609,519"
Foreign Total,All,Ohio,2019,*,"8,026,607"
Exports,All,Ohio,2019,*,"3,427,946"
Imports,All,Ohio,2019,*,"4,598,661"
Total (tons),All,Ohio,2020,*,"205,840,425"
Domestic,All,Ohio,2020,*,"184,673,663"
Foreign Total,All,Ohio,2020,*,"21,166,762"
Exports,All,Ohio,2020,*,"12,903,498"
Imports,All,Ohio,2020,*,"8,263,264"
Total (tons),All,Ohio,2021,*,"41,835,786"
Domestic,All,Ohio,2021,*,"32,721,271"
Foreign Total,All,Ohio,2021,*,"9,114,515"
Exports,All,Ohio,2021,*,"5,361,823"
Imports,All,Ohio,2021,*,"3,752,692"
Total (tons),All,Ohio,2022,*,"33,716,290"
Domestic,All,Ohio,2022,*,"28,237,762"
Foreign Total,All,Ohio,2022,*,"5,478,528"
Exports,All,Ohio,2022,*,"2,590,490"
Imports,All,Ohio,2022,*,"2,888,038"
Total (tons),All,Oklahoma,2010,I6109,"2,046,926"
Domestic,All,Oklahoma,2010,I6109,"2,046,926"
Foreign Total,All,Oklahoma,2010,I6109,
Exports,All,Oklahoma,2010,I6109,
Imports,All,Oklahoma,2010,I6109,
Total (tons),All,Oklahoma,2017,I6109,"2,563,962"
Domestic,All,Oklahoma,2017,I6109,"2,563,962"
Foreign Total,All,Oklahoma,2017,I6109,
Exports,All,Oklahoma,2017,I6109,
Imports,All,Oklahoma,2017,I6109,
Total (tons),All,Oklahoma,2018,I6109,"2,044,890"
Domestic,All,Oklahoma,2018,I6109,"2,044,890"
Foreign Total,All,Oklahoma,2018,I6109,
Exports,All,Oklahoma,2018,I6109,
Imports,All,Oklahoma,2018,I6109,
Total (tons),All,Oklahoma,2019,I6109,"1,234,695"
Domestic,All,Oklahoma,2019,I6109,"1,234,695"
Foreign Total,All,Oklahoma,2019,I6109,
Exports,All,Oklahoma,2019,I6109,
Imports,All,Oklahoma,2019,I6109,
Total (tons),All,Oklahoma,2020,I6109,"8,916,564"
Domestic,All,Oklahoma,2020,I6109,"8,916,564"
Foreign Total,All,Oklahoma,2020,I6109,0
Exports,All,Oklahoma,2020,I6109,0
Imports,All,Oklahoma,2020,I6109,0
Total (tons),All,Oklahoma,2021,I6109,"4,262,068"
Domestic,All,Oklahoma,2021,I6109,"4,262,068"
Foreign Total,All,Oklahoma,2021,I6109,0
Exports,All,Oklahoma,2021,I6109,0
Imports,All,Oklahoma,2021,I6109,0
Total (tons),All,Oklahoma,2022,I6109,"4,064,211"
Domestic,All,Oklahoma,2022,I6109,"4,064,211"
Foreign Total,All,Oklahoma,2022,I6109,0
Exports,All,Oklahoma,2022,I6109,0
Imports,All,Oklahoma,2022,I6109,0
Total (tons),All,Oregon,2010,*,"27,535,711"
Domestic,All,Oregon,2010,*,"8,328,795"
Foreign Total,All,Oregon,2010,*,"19,206,916"
Exports,All,Oregon,2010,*,"15,707,062"
Imports,All,Oregon,2010,*,"3,499,854"
Total (tons),All,Oregon,2017,*,"25,273,089"
Domestic,All,Oregon,2017,*,"7,505,877"
Foreign Total,All,Oregon,2017,*,"17,767,212"
Exports,All,Oregon,2017,*,"15,250,646"
Imports,All,Oregon,2017,*,"2,516,566"
Total (tons),All,Oregon,2018,*,"25,572,932"
Domestic,All,Oregon,2018,*,"7,612,939"
Foreign Total,All,Oregon,2018,*,"17,959,993"
Exports,All,Oregon,2018,*,"15,338,482"
Imports,All,Oregon,2018,*,"2,621,511"
Total (tons),All,Oregon,2019,*,"21,419,685"
Domestic,All,Oregon,2019,*,"7,146,142"
Foreign Total,All,Oregon,2019,*,"14,273,543"
Exports,All,Oregon,2019,*,"11,829,006"
Imports,All,Oregon,2019,*,"2,444,537"
Total (tons),All,Oregon,2020,*,"45,083,738"
Domestic,All,Oregon,2020,*,"12,868,346"
Foreign Total,All,Oregon,2020,*,"32,215,392"
Exports,All,Oregon,2020,*,"27,409,244"
Imports,All,Oregon,2020,*,"4,806,148"
Total (tons),All,Oregon,2021,*,"30,422,196"
Domestic,All,Oregon,2021,*,"12,547,468"
Foreign Total,All,Oregon,2021,*,"17,874,728"
Exports,All,Oregon,2021,*,"13,850,333"
Imports,All,Oregon,2021,*,"4,024,395"
Total (tons),All,Oregon,2022,*,"29,422,037"
Domestic,All,Oregon,2022,*,"13,483,138"
Foreign Total,All,Oregon,2022,*,"15,938,899"
Exports,All,Oregon,2022,*,"11,697,423"
Imports,All,Oregon,2022,*,"4,241,476"
Total (tons),All,Pennsylvania,2010,*,"93,455,261"
Domestic,All,Pennsylvania,2010,*,"56,300,088"
Foreign Total,All,Pennsylvania,2010,*,"37,155,173"
Exports,All,Pennsylvania,2010,*,"1,599,141"
Imports,All,Pennsylvania,2010,*,"35,556,032"
Total (tons),All,Pennsylvania,2017,*,"73,124,342"
Domestic,All,Pennsylvania,2017,*,"43,608,191"
Foreign Total,All,Pennsylvania,2017,*,"29,516,151"
Exports,All,Pennsylvania,2017,*,"4,014,962"
Imports,All,Pennsylvania,2017,*,"25,501,189"
Total (tons),All,Pennsylvania,2018,*,"66,047,555"
Domestic,All,Pennsylvania,2018,*,"39,350,839"
Foreign Total,All,Pennsylvania,2018,*,"26,696,716"
Exports,All,Pennsylvania,2018,*,"3,874,349"
Imports,All,Pennsylvania,2018,*,"22,822,367"
Total (tons),All,Pennsylvania,2019,*,"60,783,104"
Domestic,All,Pennsylvania,2019,*,"39,510,462"
Foreign Total,All,Pennsylvania,2019,*,"21,272,642"
Exports,All,Pennsylvania,2019,*,"6,109,584"
Imports,All,Pennsylvania,2019,*,"15,163,058"
Total (tons),All,Pennsylvania,2020,*,"88,107,622"
Domestic,All,Pennsylvania,2020,*,"54,251,370"
Foreign Total,All,Pennsylvania,2020,*,"33,856,252"
Exports,All,Pennsylvania,2020,*,"14,188,892"
Imports,All,Pennsylvania,2020,*,"19,667,360"
Total (tons),All,Pennsylvania,2021,*,"47,085,782"
Domestic,All,Pennsylvania,2021,*,"26,504,429"
Foreign Total,All,Pennsylvania,2021,*,"20,581,353"
Exports,All,Pennsylvania,2021,*,"7,522,120"
Imports,All,Pennsylvania,2021,*,"13,059,233"
Total (tons),All,Pennsylvania,2022,*,"49,240,695"
Domestic,All,Pennsylvania,2022,*,"30,389,214"
Foreign Total,All,Pennsylvania,2022,*,"18,851,481"
Exports,All,Pennsylvania,2022,*,"7,281,677"
Imports,All,Pennsylvania,2022,*,"11,569,804"
Total (tons),All,Rhode Island,2010,C0191,"7,115,472"
Domestic,All,Rhode Island,2010,C0191,"2,833,204"
Foreign Total,All,Rhode Island,2010,C0191,"4,282,268"
Exports,All,Rhode Island,2010,C0191,"548,708"
Imports,All,Rhode Island,2010,C0191,"3,733,560"
Total (tons),All,Rhode Island,2017,C0191,"8,489,693"
Domestic,All,Rhode Island,2017,C0191,"3,644,519"
Foreign Total,All,Rhode Island,2017,C0191,"4,845,174"
Exports,All,Rhode Island,2017,C0191,"713,352"
Imports,All,Rhode Island,2017,C0191,"4,131,822"
Total (tons),All,Rhode Island,2018,C0191,"8,338,434"
Domestic,All,Rhode Island,2018,C0191,"3,860,389"
Foreign Total,All,Rhode Island,2018,C0191,"4,478,045"
Exports,All,Rhode Island,2018,C0191,"683,840"
Imports,All,Rhode Island,2018,C0191,"3,794,205"
Total (tons),All,Rhode Island,2019,C0191,"8,222,908"
Domestic,All,Rhode Island,2019,C0191,"3,460,242"
Foreign Total,All,Rhode Island,2019,C0191,"4,762,666"
Exports,All,Rhode Island,2019,C0191,"594,459"
Imports,All,Rhode Island,2019,C0191,"4,168,207"
Total (tons),All,Rhode Island,2020,C0191,"14,793,166"
Domestic,All,Rhode Island,2020,C0191,"5,750,692"
Foreign Total,All,Rhode Island,2020,C0191,"9,042,474"
Exports,All,Rhode Island,2020,C0191,"456,948"
Imports,All,Rhode Island,2020,C0191,"8,585,526"
Total (tons),All,Rhode Island,2021,C0191,"5,731,422"
Domestic,All,Rhode Island,2021,C0191,"1,892,393"
Foreign Total,All,Rhode Island,2021,C0191,"3,839,029"
Exports,All,Rhode Island,2021,C0191,"312,079"
Imports,All,Rhode Island,2021,C0191,"3,526,950"
Total (tons),All,Rhode Island,2022,C0191,"6,426,039"
Domestic,All,Rhode Island,2022,C0191,"2,495,866"
Foreign Total,All,Rhode Island,2022,C0191,"3,930,173"
Exports,All,Rhode Island,2022,C0191,"421,663"
Imports,All,Rhode Island,2022,C0191,"3,508,510"
Total (tons),All,South Carolina,2010,C0773,"17,985,995"
Domestic,All,South Carolina,2010,C0773,"2,885,976"
Foreign Total,All,South Carolina,2010,C0773,"15,100,019"
Exports,All,South Carolina,2010,C0773,"6,183,872"
Imports,All,South Carolina,2010,C0773,"8,916,147"
Total (tons),All,South Carolina,2017,C0773,"26,980,805"
Domestic,All,South Carolina,2017,C0773,"2,179,964"
Foreign Total,All,South Carolina,2017,C0773,"24,800,841"
Exports,All,South Carolina,2017,C0773,"8,487,694"
Imports,All,South Carolina,2017,C0773,"16,313,147"
Total (tons),All,South Carolina,2018,C0773,"24,822,636"
Domestic,All,South Carolina,2018,C0773,"2,038,514"
Foreign Total,All,South Carolina,2018,C0773,"22,784,122"
Exports,All,South Carolina,2018,C0773,"8,639,253"
Imports,All,South Carolina,2018,C0773,"14,144,869"
Total (tons),All,South Carolina,2019,C0773,"24,596,490"
Domestic,All,South Carolina,2019,C0773,"1,993,544"
Foreign Total,All,South Carolina,2019,C0773,"22,602,946"
Exports,All,South Carolina,2019,C0773,"8,526,975"
Imports,All,South Carolina,2019,C0773,"14,075,971"
Total (tons),All,South Carolina,2020,C0773,"49,894,964"
Domestic,All,South Carolina,2020,C0773,"3,645,946"
Foreign Total,All,South Carolina,2020,C0773,"46,249,018"
Exports,All,South Carolina,2020,C0773,"16,256,820"
Imports,All,South Carolina,2020,C0773,"29,992,198"
Total (tons),All,South Carolina,2021,C0773,"28,400,127"
Domestic,All,South Carolina,2021,C0773,"1,550,173"
Foreign Total,All,South Carolina,2021,C0773,"26,849,954"
Exports,All,South Carolina,2021,C0773,"8,506,028"
Imports,All,South Carolina,2021,C0773,"18,343,926"
Total (tons),All,South Carolina,2022,C0773,"27,714,537"
Domestic,All,South Carolina,2022,C0773,"1,590,366"
Foreign Total,All,South Carolina,2022,C0773,"26,124,171"
Exports,All,South Carolina,2022,C0773,"7,032,044"
Imports,All,South Carolina,2022,C0773,"19,092,127"
Total (tons),All,Tennessee,2010,*,"16,169,232"
Domestic,All,Tennessee,2010,*,"16,169,232"
Foreign Total,All,Tennessee,2010,*,
Exports,All,Tennessee,2010,*,
Imports,All,Tennessee,2010,*,
Total (tons),All,Tennessee,2017,*,"18,644,607"
Domestic,All,Tennessee,2017,*,"18,644,607"
Foreign Total,All,Tennessee,2017,*,
Exports,All,Tennessee,2017,*,
Imports,All,Tennessee,2017,*,
Total (tons),All,Tennessee,2018,*,"19,436,372"
Domestic,All,Tennessee,2018,*,"19,436,372"
Foreign Total,All,Tennessee,2018,*,
Exports,All,Tennessee,2018,*,
Imports,All,Tennessee,2018,*,
Total (tons),All,Tennessee,2019,*,"17,842,068"
Domestic,All,Tennessee,2019,*,"17,842,068"
Foreign Total,All,Tennessee,2019,*,
Exports,All,Tennessee,2019,*,
Imports,All,Tennessee,2019,*,
Total (tons),All,Tennessee,2020,*,"36,462,694"
Domestic,All,Tennessee,2020,*,"36,462,694"
Foreign Total,All,Tennessee,2020,*,0
Exports,All,Tennessee,2020,*,0
Imports,All,Tennessee,2020,*,0
Total (tons),All,Tennessee,2021,*,"18,909,954"
Domestic,All,Tennessee,2021,*,"18,909,954"
Foreign Total,All,Tennessee,2021,*,0
Exports,All,Tennessee,2021,*,0
Imports,All,Tennessee,2021,*,0
Total (tons),All,Tennessee,2022,*,"17,510,879"
Domestic,All,Tennessee,2022,*,"17,510,879"
Foreign Total,All,Tennessee,2022,*,0
Exports,All,Tennessee,2022,*,0
Imports,All,Tennessee,2022,*,0
Total (tons),All,Texas,2010,*,"521,490,498"
Domestic,All,Texas,2010,*,"156,235,297"
Foreign Total,All,Texas,2010,*,"365,255,201"
Exports,All,Texas,2010,*,"118,575,673"
Imports,All,Texas,2010,*,"246,679,528"
Total (tons),All,Texas,2017,*,"562,485,685"
Domestic,All,Texas,2017,*,"194,607,309"
Foreign Total,All,Texas,2017,*,"367,878,376"
Exports,All,Texas,2017,*,"210,017,875"
Imports,All,Texas,2017,*,"157,860,501"
Total (tons),All,Texas,2018,*,"598,558,428"
Domestic,All,Texas,2018,*,"189,320,392"
Foreign Total,All,Texas,2018,*,"409,238,036"
Exports,All,Texas,2018,*,"256,075,419"
Imports,All,Texas,2018,*,"153,162,617"
Total (tons),All,Texas,2019,*,"629,444,293"
Domestic,All,Texas,2019,*,"184,580,243"
Foreign Total,All,Texas,2019,*,"444,864,050"
Exports,All,Texas,2019,*,"318,120,210"
Imports,All,Texas,2019,*,"126,743,840"
Total (tons),All,Texas,2020,*,"1,295,531,426"
Domestic,All,Texas,2020,*,"367,220,158"
Foreign Total,All,Texas,2020,*,"928,311,268"
Exports,All,Texas,2020,*,"692,004,628"
Imports,All,Texas,2020,*,"236,306,640"
Total (tons),All,Texas,2021,*,"647,450,933"
Domestic,All,Texas,2021,*,"167,383,458"
Foreign Total,All,Texas,2021,*,"480,067,475"
Exports,All,Texas,2021,*,"359,827,919"
Imports,All,Texas,2021,*,"120,239,556"
Total (tons),All,Texas,2022,*,"689,305,454"
Domestic,All,Texas,2022,*,"187,574,775"
Foreign Total,All,Texas,2022,*,"501,730,679"
Exports,All,Texas,2022,*,"374,195,010"
Imports,All,Texas,2022,*,"127,535,669"
Total (tons),All,Virginia,2010,*,"64,275,178"
Domestic,All,Virginia,2010,*,"11,880,597"
Foreign Total,All,Virginia,2010,*,"52,394,581"
Exports,All,Virginia,2010,*,"43,219,776"
Imports,All,Virginia,2010,*,"9,174,805"
Total (tons),All,Virginia,2017,*,"68,056,114"
Domestic,All,Virginia,2017,*,"6,212,850"
Foreign Total,All,Virginia,2017,*,"61,843,264"
Exports,All,Virginia,2017,*,"49,561,335"
Imports,All,Virginia,2017,*,"12,281,929"
Total (tons),All,Virginia,2018,C5700,"71,774,349"
Domestic,All,Virginia,2018,C5700,"4,571,100"
Foreign Total,All,Virginia,2018,C5700,"67,203,249"
Exports,All,Virginia,2018,C5700,"54,401,503"
Imports,All,Virginia,2018,C5700,"12,801,746"
Total (tons),All,Virginia,2019,C5700,"61,701,612"
Domestic,All,Virginia,2019,C5700,"4,531,186"
Foreign Total,All,Virginia,2019,C5700,"57,170,426"
Exports,All,Virginia,2019,C5700,"44,290,816"
Imports,All,Virginia,2019,C5700,"12,879,610"
Total (tons),All,Virginia,2020,C5700,"118,250,256"
Domestic,All,Virginia,2020,C5700,"11,953,448"
Foreign Total,All,Virginia,2020,C5700,"106,296,808"
Exports,All,Virginia,2020,C5700,"81,571,262"
Imports,All,Virginia,2020,C5700,"24,725,546"
Total (tons),All,Virginia,2021,C5700,"64,518,045"
Domestic,All,Virginia,2021,C5700,"5,323,046"
Foreign Total,All,Virginia,2021,C5700,"59,194,999"
Exports,All,Virginia,2021,C5700,"42,447,798"
Imports,All,Virginia,2021,C5700,"16,747,201"
Total (tons),All,Virginia,2022,C5700,"69,433,624"
Domestic,All,Virginia,2022,C5700,"4,899,025"
Foreign Total,All,Virginia,2022,C5700,"64,534,599"
Exports,All,Virginia,2022,C5700,"47,543,319"
Imports,All,Virginia,2022,C5700,"16,991,280"
Total (tons),All,Washington,2010,*,"90,563,469"
Domestic,All,Washington,2010,*,"23,183,674"
Foreign Total,All,Washington,2010,*,"67,379,795"
Exports,All,Washington,2010,*,"50,755,834"
Imports,All,Washington,2010,*,"16,623,961"
Total (tons),All,Washington,2017,*,"100,693,094"
Domestic,All,Washington,2017,*,"22,019,284"
Foreign Total,All,Washington,2017,*,"78,673,810"
Exports,All,Washington,2017,*,"59,211,222"
Imports,All,Washington,2017,*,"19,462,588"
Total (tons),All,Washington,2018,*,"104,410,894"
Domestic,All,Washington,2018,*,"21,284,685"
Foreign Total,All,Washington,2018,*,"83,126,209"
Exports,All,Washington,2018,*,"62,540,815"
Imports,All,Washington,2018,*,"20,585,394"
Total (tons),All,Washington,2019,*,"93,532,195"
Domestic,All,Washington,2019,*,"21,319,608"
Foreign Total,All,Washington,2019,*,"72,212,587"
Exports,All,Washington,2019,*,"54,483,927"
Imports,All,Washington,2019,*,"17,728,660"
Total (tons),All,Washington,2020,*,"190,264,414"
Domestic,All,Washington,2020,*,"41,714,852"
Foreign Total,All,Washington,2020,*,"148,549,562"
Exports,All,Washington,2020,*,"113,928,214"
Imports,All,Washington,2020,*,"34,621,348"
Total (tons),All,Washington,2021,*,"99,842,248"
Domestic,All,Washington,2021,*,"21,540,853"
Foreign Total,All,Washington,2021,*,"78,301,395"
Exports,All,Washington,2021,*,"57,648,958"
Imports,All,Washington,2021,*,"20,652,437"
Total (tons),All,Washington,2022,*,"89,244,298"
Domestic,All,Washington,2022,*,"18,545,674"
Foreign Total,All,Washington,2022,*,"70,698,624"
Exports,All,Washington,2022,*,"49,709,810"
Imports,All,Washington,2022,*,"20,988,814"
Total (tons),All,West Virginia,2010,I2348,"61,521,942"
Domestic,All,West Virginia,2010,I2348,"61,521,942"
Foreign Total,All,West Virginia,2010,I2348,
Exports,All,West Virginia,2010,I2348,
Imports,All,West Virginia,2010,I2348,
Total (tons),All,West Virginia,2017,I2348,"34,151,107"
Domestic,All,West Virginia,2017,I2348,"34,151,107"
Foreign Total,All,West Virginia,2017,I2348,
Exports,All,West Virginia,2017,I2348,
Imports,All,West Virginia,2017,I2348,
Total (tons),All,West Virginia,2018,I2348,"34,245,342"
Domestic,All,West Virginia,2018,I2348,"34,245,342"
Foreign Total,All,West Virginia,2018,I2348,
Exports,All,West Virginia,2018,I2348,
Imports,All,West Virginia,2018,I2348,
Total (tons),All,West Virginia,2019,I2348,"36,784,682"
Domestic,All,West Virginia,2019,I2348,"36,784,682"
Foreign Total,All,West Virginia,2019,I2348,
Exports,All,West Virginia,2019,I2348,
Imports,All,West Virginia,2019,I2348,
Total (tons),All,West Virginia,2020,I2348,"65,639,131"
Domestic,All,West Virginia,2020,I2348,"65,639,131"
Foreign Total,All,West Virginia,2020,I2348,
Exports,All,West Virginia,2020,I2348,
Imports,All,West Virginia,2020,I2348,
Total (tons),All,Wisconsin,2010,*,"40,943,077"
Domestic,All,Wisconsin,2010,*,"30,011,946"
Foreign Total,All,Wisconsin,2010,*,"10,931,131"
Exports,All,Wisconsin,2010,*,"9,445,352"
Imports,All,Wisconsin,2010,*,"1,485,779"
Total (tons),All,Wisconsin,2017,*,"39,213,978"
Domestic,All,Wisconsin,2017,*,"28,912,285"
Foreign Total,All,Wisconsin,2017,*,"10,301,693"
Exports,All,Wisconsin,2017,*,"8,134,717"
Imports,All,Wisconsin,2017,*,"2,166,976"
Total (tons),All,Wisconsin,2018,*,"39,560,173"
Domestic,All,Wisconsin,2018,*,"29,314,813"
Foreign Total,All,Wisconsin,2018,*,"10,245,360"
Exports,All,Wisconsin,2018,*,"7,929,528"
