Measures,State,Year of Year,Values
Transit Ridership,Tennessee,2019,"22,659,998"
Transit Ridership,Tennessee,2018,"23,309,327"
Transit Ridership,Tennessee,2017,"23,454,639"
Transit Ridership,Tennessee,2016,"24,354,993"
Transit Ridership,Tennessee,2015,"25,412,673"
Transit Ridership,Tennessee,2010,"27,942,218"
Transit Ridership,Texas,2021,"147,248,088"
Transit Ridership,Texas,2020,"161,211,987"
Transit Ridership,Texas,2022,"177,329,944"
Transit Ridership,Texas,2023,"208,659,621"
Transit Ridership,Texas,2024,"225,057,911"
Transit Ridership,Texas,2018,"266,223,058"
Transit Ridership,Texas,2017,"266,864,989"
Transit Ridership,Texas,2016,"268,829,906"
Transit Ridership,Texas,2010,"268,927,502"
Transit Ridership,Texas,2015,"275,766,742"
Transit Ridership,Texas,2019,"276,476,923"
Transit Ridership,Utah,2020,"24,305,630"
Transit Ridership,Utah,2021,"24,707,687"
Transit Ridership,Utah,2022,"32,425,091"
Transit Ridership,Utah,2023,"36,345,501"
Transit Ridership,Utah,2010,"40,965,431"
Transit Ridership,Utah,2024,"41,998,642"
Transit Ridership,Utah,2018,"45,709,516"
Transit Ridership,Utah,2019,"46,031,028"
Transit Ridership,Utah,2017,"46,669,045"
Transit Ridership,Utah,2016,"47,234,537"
Transit Ridership,Utah,2015,"48,597,468"
Transit Ridership,Vermont,2020,"1,670,263"
Transit Ridership,Vermont,2021,"1,753,050"
Transit Ridership,Vermont,2022,"2,121,526"
Transit Ridership,Vermont,2017,"2,276,535"
Transit Ridership,Vermont,2016,"2,436,587"
Transit Ridership,Vermont,2010,"2,513,246"
Transit Ridership,Vermont,2018,"2,537,797"
Transit Ridership,Vermont,2023,"2,580,656"
Transit Ridership,Vermont,2015,"2,652,297"
Transit Ridership,Vermont,2024,"2,704,981"
Transit Ridership,Vermont,2019,"2,820,868"
Transit Ridership,Virginia,2020,"32,212,544"
Transit Ridership,Virginia,2021,"32,541,179"
Transit Ridership,Virginia,2022,"40,889,942"
Transit Ridership,Virginia,2023,"47,854,477"
Transit Ridership,Virginia,2024,"54,972,806"
Transit Ridership,Virginia,2018,"60,870,781"
Transit Ridership,Virginia,2019,"60,886,760"
Transit Ridership,Virginia,2017,"62,633,572"
Transit Ridership,Virginia,2016,"64,574,711"
Transit Ridership,Virginia,2015,"66,549,736"
Transit Ridership,Virginia,2010,"69,386,362"
Transit Ridership,Washington,2021,"118,348,794"
Transit Ridership,Washington,2020,"122,431,850"
Transit Ridership,Washington,2022,"154,505,807"
Transit Ridership,Washington,2023,"183,090,445"
Transit Ridership,Washington,2024,"204,074,438"
Transit Ridership,Washington,2010,"229,271,995"
Transit Ridership,Washington,2015,"249,842,834"
Transit Ridership,Washington,2016,"256,489,440"
Transit Ridership,Washington,2017,"260,694,451"
Transit Ridership,Washington,2019,"261,650,382"
Transit Ridership,Washington,2018,"263,283,169"
Transit Ridership,West Virginia,2020,"2,456,286"
Transit Ridership,West Virginia,2021,"2,754,968"
Transit Ridership,West Virginia,2022,"3,560,348"
Transit Ridership,West Virginia,2024,"3,732,858"
Transit Ridership,West Virginia,2023,"3,740,923"
Transit Ridership,West Virginia,2018,"4,537,491"
Transit Ridership,West Virginia,2019,"4,711,263"
Transit Ridership,West Virginia,2017,"4,964,053"
Transit Ridership,West Virginia,2016,"5,084,456"
Transit Ridership,West Virginia,2010,"5,117,935"
Transit Ridership,West Virginia,2015,"5,926,632"
Transit Ridership,Wisconsin,2021,"26,680,186"
Transit Ridership,Wisconsin,2020,"28,097,463"
Transit Ridership,Wisconsin,2022,"32,735,966"
Transit Ridership,Wisconsin,2023,"38,652,165"
Transit Ridership,Wisconsin,2024,"41,460,400"
Transit Ridership,Wisconsin,2019,"51,954,661"
Transit Ridership,Wisconsin,2018,"53,725,198"
Transit Ridership,Wisconsin,2017,"57,492,927"
Transit Ridership,Wisconsin,2016,"64,460,389"
Transit Ridership,Wisconsin,2015,"64,911,325"
Transit Ridership,Wisconsin,2010,"71,796,436"
Transit Ridership,Wyoming,2010,"428,391"
Persons traveling (thousands),United States,2017,"603,198"
Persons traveling (thousands),Alabama,2017,"8,932"
Persons traveling (thousands),Alaska,2017,"1,372"
Persons traveling (thousands),Arizona,2017,"12,764"
Persons traveling (thousands),Arkansas,2017,"6,168"
Persons traveling (thousands),California,2017,"73,264"
Persons traveling (thousands),Colorado,2017,"9,432"
Persons traveling (thousands),Connecticut,2017,"5,904"
Persons traveling (thousands),Delaware,2017,"1,828"
Persons traveling (thousands),District of Columbia,2017,"2,482"
Persons traveling (thousands),Florida,2017,"35,438"
Persons traveling (thousands),Georgia,2017,"19,126"
Persons traveling (thousands),Hawaii,2017,"2,774"
Persons traveling (thousands),Idaho,2017,"3,850"
Persons traveling (thousands),Illinois,2017,"23,968"
Persons traveling (thousands),Indiana,2017,"11,904"
Persons traveling (thousands),Iowa,2017,"6,392"
Persons traveling (thousands),Kansas,2017,"5,128"
Persons traveling (thousands),Kentucky,2017,"8,890"
Persons traveling (thousands),Louisiana,2017,"7,658"
Persons traveling (thousands),Maine,2017,"3,222"
Persons traveling (thousands),Maryland,2017,"11,300"
Persons traveling (thousands),Massachusetts,2017,"12,382"
Persons traveling (thousands),Michigan,2017,"18,520"
Persons traveling (thousands),Minnesota,2017,"11,630"
Persons traveling (thousands),Mississippi,2017,"5,640"
Persons traveling (thousands),Missouri,2017,"9,966"
Persons traveling (thousands),Montana,2017,"2,218"
Persons traveling (thousands),Nebraska,2017,"3,478"
Persons traveling (thousands),Nevada,2017,"4,480"
Persons traveling (thousands),New Hampshire,2017,"2,838"
Persons traveling (thousands),New Jersey,2017,"17,908"
Persons traveling (thousands),New Mexico,2017,"3,674"
Persons traveling (thousands),New York,2017,"37,366"
Persons traveling (thousands),North Carolina,2017,"18,898"
Persons traveling (thousands),North Dakota,2017,"1,418"
Persons traveling (thousands),Ohio,2017,"22,748"
Persons traveling (thousands),Oklahoma,2017,"7,604"
Persons traveling (thousands),Oregon,2017,"8,080"
Persons traveling (thousands),Pennsylvania,2017,"23,164"
Persons traveling (thousands),Rhode Island,2017,"2,090"
Persons traveling (thousands),South Carolina,2017,"9,220"
Persons traveling (thousands),South Dakota,2017,"1,530"
Persons traveling (thousands),Tennessee,2017,"12,102"
Persons traveling (thousands),Texas,2017,"50,936"
Persons traveling (thousands),Utah,2017,"6,562"
Persons traveling (thousands),Vermont,2017,"1,480"
Persons traveling (thousands),Virginia,2017,"16,688"
Persons traveling (thousands),Washington,2017,"12,894"
Persons traveling (thousands),West Virginia,2017,"3,934"
Persons traveling (thousands),Wisconsin,2017,"10,850"
Persons traveling (thousands),Wyoming,2017,"1,106"
Person trips (millions),United States,2017,"742,304"
Person trips (millions),Alabama,2017,"10,604"
Person trips (millions),Alaska,2017,"1,716"
Person trips (millions),Arizona,2017,"15,240"
Person trips (millions),Arkansas,2017,"7,260"
Person trips (millions),California,2017,"88,002"
Person trips (millions),Colorado,2017,"13,446"
Person trips (millions),Connecticut,2017,"7,208"
Person trips (millions),Delaware,2017,"2,166"
Person trips (millions),District of Columbia,2017,"2,832"
Person trips (millions),Florida,2017,"42,336"
Person trips (millions),Georgia,2017,"22,158"
Person trips (millions),Hawaii,2017,"3,326"
Person trips (millions),Idaho,2017,"4,568"
Person trips (millions),Illinois,2017,"30,158"
Person trips (millions),Indiana,2017,"15,538"
Person trips (millions),Iowa,2017,"8,208"
Person trips (millions),Kansas,2017,"6,820"
Person trips (millions),Kentucky,2017,"11,722"
Person trips (millions),Louisiana,2017,"10,598"
Person trips (millions),Maine,2017,"3,694"
Person trips (millions),Maryland,2017,"13,652"
Person trips (millions),Massachusetts,2017,"16,792"
Person trips (millions),Michigan,2017,"22,946"
Person trips (millions),Minnesota,2017,"14,338"
Person trips (millions),Mississippi,2017,"6,582"
Person trips (millions),Missouri,2017,"12,208"
Person trips (millions),Montana,2017,"2,592"
Person trips (millions),Nebraska,2017,"4,422"
Person trips (millions),Nevada,2017,"5,428"
Person trips (millions),New Hampshire,2017,"3,592"
Person trips (millions),New Jersey,2017,"22,578"
Person trips (millions),New Mexico,2017,"5,330"
Person trips (millions),New York,2017,"44,898"
Person trips (millions),North Carolina,2017,"23,152"
Person trips (millions),North Dakota,2017,"1,684"
Person trips (millions),Ohio,2017,"28,284"
Person trips (millions),Oklahoma,2017,"9,398"
Person trips (millions),Oregon,2017,"10,542"
Person trips (millions),Pennsylvania,2017,"27,622"
Person trips (millions),Rhode Island,2017,"2,596"
Person trips (millions),South Carolina,2017,"11,230"
Person trips (millions),South Dakota,2017,"1,924"
Person trips (millions),Tennessee,2017,"14,848"
Person trips (millions),Texas,2017,"60,820"
Person trips (millions),Utah,2017,"9,116"
Person trips (millions),Vermont,2017,"1,840"
Person trips (millions),Virginia,2017,"20,766"
Person trips (millions),Washington,2017,"15,762"
Person trips (millions),West Virginia,2017,"4,610"
Person trips (millions),Wisconsin,2017,"13,634"
Person trips (millions),Wyoming,2017,"1,522"
Person miles (millions),United States,2017,"7,940,574"
Person miles (millions),Alabama,2017,"158,050"
Person miles (millions),Alaska,2017,"15,978"
Person miles (millions),Arizona,2017,"228,606"
Person miles (millions),Arkansas,2017,"59,954"
Person miles (millions),California,2017,"957,212"
Person miles (millions),Colorado,2017,"140,264"
Person miles (millions),Connecticut,2017,"63,498"
Person miles (millions),Delaware,2017,"28,770"
Person miles (millions),District of Columbia,2017,"17,542"
Person miles (millions),Florida,2017,"432,130"
Person miles (millions),Georgia,2017,"263,478"
Person miles (millions),Hawaii,2017,"28,296"
Person miles (millions),Idaho,2017,"32,924"
Person miles (millions),Illinois,2017,"297,054"
Person miles (millions),Indiana,2017,"155,168"
Person miles (millions),Iowa,2017,"89,406"
Person miles (millions),Kansas,2017,"52,792"
Person miles (millions),Kentucky,2017,"131,022"
Person miles (millions),Louisiana,2017,"81,590"
Person miles (millions),Maine,2017,"39,812"
Person miles (millions),Maryland,2017,"173,182"
Person miles (millions),Massachusetts,2017,"141,132"
Person miles (millions),Michigan,2017,"246,196"
Person miles (millions),Minnesota,2017,"225,124"
Person miles (millions),Mississippi,2017,"76,208"
Person miles (millions),Missouri,2017,"118,102"
Person miles (millions),Montana,2017,"30,914"
Person miles (millions),Nebraska,2017,"36,694"
Person miles (millions),Nevada,2017,"41,746"
Person miles (millions),New Hampshire,2017,"35,184"
Person miles (millions),New Jersey,2017,"276,452"
Person miles (millions),New Mexico,2017,"47,032"
Person miles (millions),New York,2017,"416,126"
Person miles (millions),North Carolina,2017,"251,358"
Person miles (millions),North Dakota,2017,"16,842"
Person miles (millions),Ohio,2017,"242,210"
Person miles (millions),Oklahoma,2017,"124,836"
Person miles (millions),Oregon,2017,"90,518"
Person miles (millions),Pennsylvania,2017,"276,426"
Person miles (millions),Rhode Island,2017,"20,070"
Person miles (millions),South Carolina,2017,"129,696"
Person miles (millions),South Dakota,2017,"25,962"
Person miles (millions),Tennessee,2017,"189,000"
Person miles (millions),Texas,2017,"708,182"
Person miles (millions),Utah,2017,"72,238"
Person miles (millions),Vermont,2017,"16,460"
Person miles (millions),Virginia,2017,"249,234"
Person miles (millions),Washington,2017,"190,326"
Person miles (millions),West Virginia,2017,"36,212"
Person miles (millions),Wisconsin,2017,"147,074"
Person miles (millions),Wyoming,2017,"16,290"
