Class,International Roughness Index,State,System,Value
Urban (miles),Less than 60,United States,Major and Minor Collector,"2,217.0"
Urban (miles),Less than 60,Alabama,Major and Minor Collector,140.9
Urban (miles),Less than 60,Alaska,Major and Minor Collector,9.2
Urban (miles),Less than 60,Arizona,Major and Minor Collector,61.5
Urban (miles),Less than 60,Arkansas,Major and Minor Collector,0.6
Urban (miles),Less than 60,California,Major and Minor Collector,40.7
Urban (miles),Less than 60,Colorado,Major and Minor Collector,36.6
Urban (miles),Less than 60,Connecticut,Major and Minor Collector,9.6
Urban (miles),Less than 60,Delaware,Major and Minor Collector,13.5
Urban (miles),Less than 60,District of Columbia,Major and Minor Collector,0.0
Urban (miles),Less than 60,Florida,Major and Minor Collector,192.6
Urban (miles),Less than 60,Georgia,Major and Minor Collector,194.5
Urban (miles),Less than 60,Hawaii,Major and Minor Collector,1.7
Urban (miles),Less than 60,Idaho,Major and Minor Collector,0.1
Urban (miles),Less than 60,Illinois,Major and Minor Collector,77.9
Urban (miles),Less than 60,Indiana,Major and Minor Collector,40.4
Urban (miles),Less than 60,Iowa,Major and Minor Collector,0.0
Urban (miles),Less than 60,Kansas,Major and Minor Collector,16.8
Urban (miles),Less than 60,Kentucky,Major and Minor Collector,11.3
Urban (miles),Less than 60,Louisiana,Major and Minor Collector,98.2
Urban (miles),Less than 60,Maine,Major and Minor Collector,30.7
Urban (miles),Less than 60,Maryland,Major and Minor Collector,22.5
Urban (miles),Less than 60,Massachusetts,Major and Minor Collector,0.0
Urban (miles),Less than 60,Michigan,Major and Minor Collector,89.7
Urban (miles),Less than 60,Minnesota,Major and Minor Collector,257.8
Urban (miles),Less than 60,Mississippi,Major and Minor Collector,8.9
Urban (miles),Less than 60,Missouri,Major and Minor Collector,6.1
Urban (miles),Less than 60,Montana,Major and Minor Collector,4.8
Urban (miles),Less than 60,Nebraska,Major and Minor Collector,0.3
Urban (miles),Less than 60,Nevada,Major and Minor Collector,24.6
Urban (miles),Less than 60,New Hampshire,Major and Minor Collector,32.8
Urban (miles),Less than 60,New Jersey,Major and Minor Collector,5.3
Urban (miles),Less than 60,New Mexico,Major and Minor Collector,22.6
Urban (miles),Less than 60,New York,Major and Minor Collector,72.8
Urban (miles),Less than 60,North Carolina,Major and Minor Collector,6.4
Urban (miles),Less than 60,North Dakota,Major and Minor Collector,12.1
Urban (miles),Less than 60,Ohio,Major and Minor Collector,218.6
Urban (miles),Less than 60,Oklahoma,Major and Minor Collector,16.8
Urban (miles),Less than 60,Oregon,Major and Minor Collector,1.8
Urban (miles),Less than 60,Pennsylvania,Major and Minor Collector,31.6
Urban (miles),Less than 60,Rhode Island,Major and Minor Collector,2.0
Urban (miles),Less than 60,South Carolina,Major and Minor Collector,40.9
Urban (miles),Less than 60,South Dakota,Major and Minor Collector,0.0
Urban (miles),Less than 60,Tennessee,Major and Minor Collector,0.7
Urban (miles),Less than 60,Texas,Major and Minor Collector,306.9
Urban (miles),Less than 60,Utah,Major and Minor Collector,6.2
Urban (miles),Less than 60,Vermont,Major and Minor Collector,0.0
Urban (miles),Less than 60,Virginia,Major and Minor Collector,4.7
Urban (miles),Less than 60,Washington,Major and Minor Collector,16.8
Urban (miles),Less than 60,West Virginia,Major and Minor Collector,0.7
Urban (miles),Less than 60,Wisconsin,Major and Minor Collector,12.8
Urban (miles),Less than 60,Wyoming,Major and Minor Collector,13.4
Urban (miles),Less than 60,Puerto Rico,Major and Minor Collector,0.0
Urban (miles),60-94,United States,Major and Minor Collector,"13,831.8"
Urban (miles),60-94,Alabama,Major and Minor Collector,633.3
Urban (miles),60-94,Alaska,Major and Minor Collector,74.5
Urban (miles),60-94,Arizona,Major and Minor Collector,520.3
Urban (miles),60-94,Arkansas,Major and Minor Collector,37.1
Urban (miles),60-94,California,Major and Minor Collector,112.1
Urban (miles),60-94,Colorado,Major and Minor Collector,225.4
Urban (miles),60-94,Connecticut,Major and Minor Collector,146.7
Urban (miles),60-94,Delaware,Major and Minor Collector,108.7
Urban (miles),60-94,District of Columbia,Major and Minor Collector,0.0
Urban (miles),60-94,Florida,Major and Minor Collector,"1,716.0"
Urban (miles),60-94,Georgia,Major and Minor Collector,"1,034.1"
Urban (miles),60-94,Hawaii,Major and Minor Collector,21.3
Urban (miles),60-94,Idaho,Major and Minor Collector,2.4
Urban (miles),60-94,Illinois,Major and Minor Collector,594.4
Urban (miles),60-94,Indiana,Major and Minor Collector,39.0
Urban (miles),60-94,Iowa,Major and Minor Collector,0.0
Urban (miles),60-94,Kansas,Major and Minor Collector,31.6
Urban (miles),60-94,Kentucky,Major and Minor Collector,163.8
Urban (miles),60-94,Louisiana,Major and Minor Collector,432.2
Urban (miles),60-94,Maine,Major and Minor Collector,132.9
Urban (miles),60-94,Maryland,Major and Minor Collector,233.6
Urban (miles),60-94,Massachusetts,Major and Minor Collector,0.0
Urban (miles),60-94,Michigan,Major and Minor Collector,328.3
Urban (miles),60-94,Minnesota,Major and Minor Collector,664.7
Urban (miles),60-94,Mississippi,Major and Minor Collector,73.0
Urban (miles),60-94,Missouri,Major and Minor Collector,158.7
Urban (miles),60-94,Montana,Major and Minor Collector,36.4
Urban (miles),60-94,Nebraska,Major and Minor Collector,0.8
Urban (miles),60-94,Nevada,Major and Minor Collector,181.0
Urban (miles),60-94,New Hampshire,Major and Minor Collector,105.8
Urban (miles),60-94,New Jersey,Major and Minor Collector,37.8
Urban (miles),60-94,New Mexico,Major and Minor Collector,87.9
Urban (miles),60-94,New York,Major and Minor Collector,825.9
Urban (miles),60-94,North Carolina,Major and Minor Collector,324.5
Urban (miles),60-94,North Dakota,Major and Minor Collector,37.3
Urban (miles),60-94,Ohio,Major and Minor Collector,"1,127.3"
Urban (miles),60-94,Oklahoma,Major and Minor Collector,106.5
Urban (miles),60-94,Oregon,Major and Minor Collector,36.6
Urban (miles),60-94,Pennsylvania,Major and Minor Collector,257.2
Urban (miles),60-94,Rhode Island,Major and Minor Collector,13.8
Urban (miles),60-94,South Carolina,Major and Minor Collector,473.9
Urban (miles),60-94,South Dakota,Major and Minor Collector,0.0
Urban (miles),60-94,Tennessee,Major and Minor Collector,1.8
Urban (miles),60-94,Texas,Major and Minor Collector,"2,039.9"
Urban (miles),60-94,Utah,Major and Minor Collector,46.8
Urban (miles),60-94,Vermont,Major and Minor Collector,0.0
Urban (miles),60-94,Virginia,Major and Minor Collector,193.4
Urban (miles),60-94,Washington,Major and Minor Collector,191.5
Urban (miles),60-94,West Virginia,Major and Minor Collector,2.5
Urban (miles),60-94,Wisconsin,Major and Minor Collector,183.2
Urban (miles),60-94,Wyoming,Major and Minor Collector,35.5
Urban (miles),60-94,Puerto Rico,Major and Minor Collector,0.2
Urban (miles),95-170,United States,Major and Minor Collector,"43,024.5"
Urban (miles),95-170,Alabama,Major and Minor Collector,"1,361.6"
Urban (miles),95-170,Alaska,Major and Minor Collector,155.3
Urban (miles),95-170,Arizona,Major and Minor Collector,"2,292.6"
Urban (miles),95-170,Arkansas,Major and Minor Collector,114.0
Urban (miles),95-170,California,Major and Minor Collector,292.8
Urban (miles),95-170,Colorado,Major and Minor Collector,668.5
Urban (miles),95-170,Connecticut,Major and Minor Collector,968.4
Urban (miles),95-170,Delaware,Major and Minor Collector,203.8
Urban (miles),95-170,District of Columbia,Major and Minor Collector,4.3
Urban (miles),95-170,Florida,Major and Minor Collector,"4,029.5"
Urban (miles),95-170,Georgia,Major and Minor Collector,"1,538.5"
Urban (miles),95-170,Hawaii,Major and Minor Collector,160.2
Urban (miles),95-170,Idaho,Major and Minor Collector,1.8
Urban (miles),95-170,Illinois,Major and Minor Collector,"2,238.4"
Urban (miles),95-170,Indiana,Major and Minor Collector,28.1
Urban (miles),95-170,Iowa,Major and Minor Collector,0.0
Urban (miles),95-170,Kansas,Major and Minor Collector,19.9
Urban (miles),95-170,Kentucky,Major and Minor Collector,630.5
Urban (miles),95-170,Louisiana,Major and Minor Collector,"1,163.5"
Urban (miles),95-170,Maine,Major and Minor Collector,261.6
Urban (miles),95-170,Maryland,Major and Minor Collector,903.7
Urban (miles),95-170,Massachusetts,Major and Minor Collector,5.6
Urban (miles),95-170,Michigan,Major and Minor Collector,681.8
Urban (miles),95-170,Minnesota,Major and Minor Collector,"2,189.4"
Urban (miles),95-170,Mississippi,Major and Minor Collector,581.1
Urban (miles),95-170,Missouri,Major and Minor Collector,"1,015.4"
Urban (miles),95-170,Montana,Major and Minor Collector,133.1
Urban (miles),95-170,Nebraska,Major and Minor Collector,2.5
Urban (miles),95-170,Nevada,Major and Minor Collector,512.8
Urban (miles),95-170,New Hampshire,Major and Minor Collector,248.3
Urban (miles),95-170,New Jersey,Major and Minor Collector,39.8
Urban (miles),95-170,New Mexico,Major and Minor Collector,450.4
Urban (miles),95-170,New York,Major and Minor Collector,"2,257.0"
Urban (miles),95-170,North Carolina,Major and Minor Collector,"1,751.7"
Urban (miles),95-170,North Dakota,Major and Minor Collector,112.1
Urban (miles),95-170,Ohio,Major and Minor Collector,"2,573.1"
Urban (miles),95-170,Oklahoma,Major and Minor Collector,290.1
Urban (miles),95-170,Oregon,Major and Minor Collector,26.8
Urban (miles),95-170,Pennsylvania,Major and Minor Collector,"2,165.1"
Urban (miles),95-170,Rhode Island,Major and Minor Collector,212.7
Urban (miles),95-170,South Carolina,Major and Minor Collector,"1,520.3"
Urban (miles),95-170,South Dakota,Major and Minor Collector,0.0
Urban (miles),95-170,Tennessee,Major and Minor Collector,3.8
Urban (miles),95-170,Texas,Major and Minor Collector,"5,951.4"
Urban (miles),95-170,Utah,Major and Minor Collector,142.9
Urban (miles),95-170,Vermont,Major and Minor Collector,0.0
Urban (miles),95-170,Virginia,Major and Minor Collector,"1,227.9"
Urban (miles),95-170,Washington,Major and Minor Collector,"1,147.4"
Urban (miles),95-170,West Virginia,Major and Minor Collector,23.1
Urban (miles),95-170,Wisconsin,Major and Minor Collector,648.0
Urban (miles),95-170,Wyoming,Major and Minor Collector,8.4
Urban (miles),95-170,Puerto Rico,Major and Minor Collector,66.0
Urban (miles),171-220,United States,Major and Minor Collector,"18,381.0"
Urban (miles),171-220,Alabama,Major and Minor Collector,423.6
Urban (miles),171-220,Alaska,Major and Minor Collector,79.6
Urban (miles),171-220,Arizona,Major and Minor Collector,"1,100.5"
Urban (miles),171-220,Arkansas,Major and Minor Collector,59.6
Urban (miles),171-220,California,Major and Minor Collector,62.1
Urban (miles),171-220,Colorado,Major and Minor Collector,405.4
Urban (miles),171-220,Connecticut,Major and Minor Collector,493.7
Urban (miles),171-220,Delaware,Major and Minor Collector,76.8
Urban (miles),171-220,District of Columbia,Major and Minor Collector,17.6
Urban (miles),171-220,Florida,Major and Minor Collector,"1,120.8"
Urban (miles),171-220,Georgia,Major and Minor Collector,277.1
Urban (miles),171-220,Hawaii,Major and Minor Collector,118.1
Urban (miles),171-220,Idaho,Major and Minor Collector,0.0
Urban (miles),171-220,Illinois,Major and Minor Collector,"1,111.1"
Urban (miles),171-220,Indiana,Major and Minor Collector,0.4
Urban (miles),171-220,Iowa,Major and Minor Collector,0.6
Urban (miles),171-220,Kansas,Major and Minor Collector,0.9
Urban (miles),171-220,Kentucky,Major and Minor Collector,205.3
Urban (miles),171-220,Louisiana,Major and Minor Collector,465.8
Urban (miles),171-220,Maine,Major and Minor Collector,80.2
Urban (miles),171-220,Maryland,Major and Minor Collector,526.4
Urban (miles),171-220,Massachusetts,Major and Minor Collector,0.0
Urban (miles),171-220,Michigan,Major and Minor Collector,221.3
Urban (miles),171-220,Minnesota,Major and Minor Collector,451.1
Urban (miles),171-220,Mississippi,Major and Minor Collector,298.6
Urban (miles),171-220,Missouri,Major and Minor Collector,609.4
Urban (miles),171-220,Montana,Major and Minor Collector,91.9
Urban (miles),171-220,Nebraska,Major and Minor Collector,0.5
Urban (miles),171-220,Nevada,Major and Minor Collector,232.2
Urban (miles),171-220,New Hampshire,Major and Minor Collector,81.6
Urban (miles),171-220,New Jersey,Major and Minor Collector,2.5
Urban (miles),171-220,New Mexico,Major and Minor Collector,182.3
Urban (miles),171-220,New York,Major and Minor Collector,"1,190.9"
Urban (miles),171-220,North Carolina,Major and Minor Collector,525.4
Urban (miles),171-220,North Dakota,Major and Minor Collector,65.1
Urban (miles),171-220,Ohio,Major and Minor Collector,898.4
Urban (miles),171-220,Oklahoma,Major and Minor Collector,113.6
Urban (miles),171-220,Oregon,Major and Minor Collector,5.6
Urban (miles),171-220,Pennsylvania,Major and Minor Collector,"1,207.3"
Urban (miles),171-220,Rhode Island,Major and Minor Collector,136.0
Urban (miles),171-220,South Carolina,Major and Minor Collector,549.1
Urban (miles),171-220,South Dakota,Major and Minor Collector,0.0
Urban (miles),171-220,Tennessee,Major and Minor Collector,0.8
Urban (miles),171-220,Texas,Major and Minor Collector,"3,057.7"
Urban (miles),171-220,Utah,Major and Minor Collector,78.0
Urban (miles),171-220,Vermont,Major and Minor Collector,0.0
Urban (miles),171-220,Virginia,Major and Minor Collector,431.8
Urban (miles),171-220,Washington,Major and Minor Collector,781.4
Urban (miles),171-220,West Virginia,Major and Minor Collector,11.4
Urban (miles),171-220,Wisconsin,Major and Minor Collector,362.1
Urban (miles),171-220,Wyoming,Major and Minor Collector,0.3
Urban (miles),171-220,Puerto Rico,Major and Minor Collector,169.1
Urban (miles),More than 220,United States,Major and Minor Collector,"24,210.3"
Urban (miles),More than 220,Alabama,Major and Minor Collector,338.8
Urban (miles),More than 220,Alaska,Major and Minor Collector,149.3
Urban (miles),More than 220,Arizona,Major and Minor Collector,"1,282.2"
Urban (miles),More than 220,Arkansas,Major and Minor Collector,50.3
Urban (miles),More than 220,California,Major and Minor Collector,73.2
Urban (miles),More than 220,Colorado,Major and Minor Collector,544.9
Urban (miles),More than 220,Connecticut,Major and Minor Collector,580.6
Urban (miles),More than 220,Delaware,Major and Minor Collector,61.4
Urban (miles),More than 220,District of Columbia,Major and Minor Collector,131.0
Urban (miles),More than 220,Florida,Major and Minor Collector,"1,024.7"
Urban (miles),More than 220,Georgia,Major and Minor Collector,190.6
Urban (miles),More than 220,Hawaii,Major and Minor Collector,146.4
Urban (miles),More than 220,Idaho,Major and Minor Collector,0.4
Urban (miles),More than 220,Illinois,Major and Minor Collector,"1,732.4"
Urban (miles),More than 220,Indiana,Major and Minor Collector,0.3
Urban (miles),More than 220,Iowa,Major and Minor Collector,0.0
Urban (miles),More than 220,Kansas,Major and Minor Collector,7.1
Urban (miles),More than 220,Kentucky,Major and Minor Collector,165.8
Urban (miles),More than 220,Louisiana,Major and Minor Collector,685.9
Urban (miles),More than 220,Maine,Major and Minor Collector,68.3
Urban (miles),More than 220,Maryland,Major and Minor Collector,691.7
Urban (miles),More than 220,Massachusetts,Major and Minor Collector,0.0
Urban (miles),More than 220,Michigan,Major and Minor Collector,256.1
Urban (miles),More than 220,Minnesota,Major and Minor Collector,296.7
Urban (miles),More than 220,Mississippi,Major and Minor Collector,655.3
Urban (miles),More than 220,Missouri,Major and Minor Collector,906.1
Urban (miles),More than 220,Montana,Major and Minor Collector,147.4
Urban (miles),More than 220,Nebraska,Major and Minor Collector,2.0
Urban (miles),More than 220,Nevada,Major and Minor Collector,261.2
Urban (miles),More than 220,New Hampshire,Major and Minor Collector,112.3
Urban (miles),More than 220,New Jersey,Major and Minor Collector,40.4
Urban (miles),More than 220,New Mexico,Major and Minor Collector,367.8
Urban (miles),More than 220,New York,Major and Minor Collector,"1,304.2"
Urban (miles),More than 220,North Carolina,Major and Minor Collector,326.6
Urban (miles),More than 220,North Dakota,Major and Minor Collector,152.5
Urban (miles),More than 220,Ohio,Major and Minor Collector,985.0
